"description","from_road","to_road","length_in_meters","delay_in_seconds","Year","Month (number)","Day of month","Hour","Minute","rua_name","dupl_from","dupl_to"
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,690,215,2018,10,11,8,0,Rua Costa Gomes,0,0
stationary traffic,Rua do Caires,Rua Feliciano Ramos (N101),880,182,2018,10,11,9,0,Rua do Caires,0,0
stationary traffic,Rua do Bairro Novo,Rua Nova de Santa Cruz,250,278,2018,10,11,12,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1180,285,2018,10,11,14,0,Avenida João Paulo II,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),490,33,2018,10,11,15,0,Avenida João Paulo II,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),500,277,2018,10,11,16,0,Avenida da Liberdade,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),350,254,2018,10,11,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,320,266,2018,10,11,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,290,204,2018,10,11,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida da Liberdade,Avenida João XXI (N103) / Rua Martins Sarmento,610,631,2018,10,11,18,0,Avenida da Liberdade,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,330,112,2018,10,11,18,0,Avenida Central,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1160,78,2018,10,11,18,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Padre Júlio Fragata,Largo de Monte de Arcos,520,199,2018,10,12,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,221,2018,10,12,8,0,Rua Costa Gomes,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,260,268,2018,10,12,8,0,Avenida da Liberdade,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),780,34,2018,10,12,8,0,Avenida João Paulo II,0,0
stationary traffic,Rua do Bairro Novo,Rua Nova de Santa Cruz,390,247,2018,10,12,12,0,Rua Nova de Santa Cruz,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),500,21,2018,10,12,16,0,Avenida João Paulo II,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,320,209,2018,10,12,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),275,191,2018,10,12,17,0,Avenida da Liberdade,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1830,182,2018,10,12,17,0,Avenida João Paulo II,0,0
stationary traffic,Rua do Bairro Novo,Rua Nova de Santa Cruz,280,100,2018,10,12,17,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,260,129,2018,10,12,18,0,Avenida João Paulo II,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1030,74,2018,10,12,19,0,Avenida João Paulo II,0,0
slow traffic,N101,Avenida João Paulo II,620,89,2018,10,14,15,0,Avenida João Paulo II,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,240,122,2018,10,14,15,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,180,138,2018,10,14,16,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,169,2018,10,15,7,0,Rua Costa Gomes,0,0
queuing traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,149,2018,10,15,8,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua do Bairro Novo,660,220,2018,10,15,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,470,145,2018,10,15,8,0,Avenida João Paulo II,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,330,246,2018,10,15,9,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Rua de Gabriel Pereira Castro,310,195,2018,10,15,16,0,Avenida Central,0,0
queuing traffic,N101,Avenida João Paulo II,1010,204,2018,10,15,17,0,Avenida João Paulo II,0,0
queuing traffic,Avenida Central,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),480,137,2018,10,15,17,0,Avenida Central,0,0
slow traffic,Rua do Caires,Rua Feliciano Ramos (N101),190,17,2018,10,15,17,0,Rua do Caires,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),360,262,2018,10,15,17,0,Avenida da Liberdade,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,420,462,2018,10,15,17,0,Rua Nova de Santa Cruz,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),880,56,2018,10,15,18,0,Avenida João Paulo II,0,0
slow traffic,Avenida António Macedo,Avenida da Liberdade,615,149,2018,10,15,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,320,143,2018,10,15,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,221,2018,10,16,7,0,Rua Costa Gomes,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,690,293,2018,10,16,8,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,260,161,2018,10,16,8,0,Avenida João Paulo II,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),800,35,2018,10,16,17,0,Avenida João Paulo II,0,0
queuing traffic,Avenida Central,Rua de Gabriel Pereira Castro,340,185,2018,10,16,18,0,Avenida Central,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),835,58,2018,10,16,18,0,Avenida João Paulo II,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),265,165,2018,10,16,18,0,Avenida da Liberdade,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,430,471,2018,10,17,8,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,169,2018,10,17,8,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Padre Júlio Fragata,São Vicente,620,486,2018,10,17,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Praça Alexandre Herculano / Avenida General Norton de Matos,220,207,2018,10,17,15,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,320,170,2018,10,17,15,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1160,154,2018,10,17,15,0,Avenida João Paulo II,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),280,215,2018,10,17,16,0,Avenida da Liberdade,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),610,46,2018,10,17,17,0,Avenida João Paulo II,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,295,250,2018,10,17,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,350,261,2018,10,17,17,0,Avenida da Liberdade,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,410,256,2018,10,17,17,0,Rua Nova de Santa Cruz,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),520,31,2018,10,17,18,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Padre Júlio Fragata,São Vítor,663,143,2018,10,18,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,410,692,2018,10,18,8,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,221,2018,10,18,8,0,Rua Costa Gomes,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),680,46,2018,10,18,8,0,Avenida João Paulo II,0,0
queuing traffic,Avenida da Liberdade,Avenida João XXI (N103) / Rua Martins Sarmento,460,197,2018,10,18,13,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Rua de Gabriel Pereira Castro,310,195,2018,10,18,15,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),410,197,2018,10,18,17,0,Avenida Central,0,0
stationary traffic,Rua do Bairro Novo,Rua Nova de Santa Cruz,330,269,2018,10,18,17,0,Rua Nova de Santa Cruz,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,350,229,2018,10,18,17,0,Avenida Padre Júlio Fragata,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),880,49,2018,10,18,17,0,Avenida João Paulo II,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,380,285,2018,10,18,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,350,229,2018,10,18,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,250,188,2018,10,18,18,0,Avenida da Liberdade,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1260,66,2018,10,18,18,0,Avenida João Paulo II,0,0
slow traffic,Rua do Caires,Rua Feliciano Ramos (N101),330,38,2018,10,18,18,0,Rua do Caires,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,390,172,2018,10,19,8,0,Avenida da Liberdade,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,221,2018,10,19,8,0,Rua Costa Gomes,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),520,28,2018,10,19,8,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua do Bairro Novo,590,217,2018,10,19,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,440,746,2018,10,19,8,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),404,217,2018,10,19,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,164,2018,10,19,16,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),344,156,2018,10,19,17,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),293,208,2018,10,19,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,220,2018,10,19,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,266,168,2018,10,19,18,0,Rua Costa Gomes,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,304,2018,10,19,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,183,2018,10,19,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,458,230,2018,10,19,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,211,2018,10,20,11,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,184,2018,10,21,15,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,241,2018,10,22,13,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),334,184,2018,10,22,16,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),426,201,2018,10,22,17,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),313,187,2018,10,22,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,264,2018,10,22,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),353,201,2018,10,22,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,122,2018,10,22,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,376,166,2018,10,22,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,330,176,2018,10,22,18,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),322,148,2018,10,22,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),303,169,2018,10,23,8,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,270,2018,10,23,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,264,2018,10,23,11,0,Avenida Central,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,174,2018,10,23,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),411,239,2018,10,23,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),315,237,2018,10,23,18,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),255,216,2018,10,23,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,322,179,2018,10,23,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,381,159,2018,10,23,18,0,Rua Costa Gomes,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,169,2018,10,23,18,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),426,242,2018,10,24,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,219,2018,10,24,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,139,2018,10,24,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,10,24,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,180,2018,10,25,8,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),368,240,2018,10,25,14,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,275,2018,10,25,16,0,Avenida da Liberdade,0,0
queuing traffic,Rua Lusíadas / Rua dos Peões,Avenida João Paulo II,602,169,2018,10,25,16,0,Avenida João Paulo II,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,498,210,2018,10,25,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),270,374,2018,10,25,17,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,197,2018,10,25,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,155,2018,10,25,17,0,Rua Nova de Santa Cruz,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,475,301,2018,10,25,18,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,135,2018,10,25,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Braga-Circular (São Vítor) (N103),Rua Nova de Santa Cruz,498,184,2018,10,26,8,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,213,2018,10,26,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,208,2018,10,26,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,506,2018,10,26,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,189,2018,10,27,11,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,297,2018,10,29,10,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,274,2018,10,29,16,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),358,181,2018,10,29,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,131,2018,10,29,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,215,2018,10,29,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,10,29,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,145,2018,10,29,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),147,159,2018,10,29,19,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,124,2018,10,30,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,348,287,2018,10,30,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,214,2018,10,30,12,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,165,2018,10,30,14,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),228,180,2018,10,30,15,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,124,2018,10,30,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,267,197,2018,10,30,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),358,167,2018,10,30,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,269,232,2018,10,30,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,352,306,2018,10,30,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,225,2018,10,31,9,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,157,2018,10,31,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,385,441,2018,10,31,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,211,2018,10,31,10,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,208,2018,10,31,12,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,359,2018,10,31,15,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,610,2018,10,31,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,166,2018,10,31,17,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),244,165,2018,10,31,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,390,2018,10,31,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,135,2018,10,31,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,341,290,2018,10,31,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,205,2018,10,31,19,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,182,2018,11,2,8,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,185,2018,11,2,9,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,146,2018,11,2,9,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2018,11,2,10,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,238,2018,11,2,10,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,165,2018,11,2,14,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,204,2018,11,2,15,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),277,237,2018,11,2,16,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,153,2018,11,2,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),298,242,2018,11,2,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,288,2018,11,2,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,178,2018,11,2,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Cm1327 (N201),Rua Costa Gomes,262,252,2018,11,2,19,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,271,2018,11,2,19,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,265,2018,11,3,11,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),304,302,2018,11,3,12,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,202,2018,11,3,13,0,Avenida Central,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,132,2018,11,4,15,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,234,141,2018,11,4,16,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,674,152,2018,11,5,8,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Estrada da Variante de Real / Rua da Cotorela,Rua Costa Gomes,208,149,2018,11,5,9,0,Rua Costa Gomes,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,493,281,2018,11,5,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,487,2018,11,5,9,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,133,2018,11,5,9,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,142,2018,11,5,10,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,205,2018,11,5,14,0,Avenida Central,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,221,2018,11,5,16,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),270,198,2018,11,5,17,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,126,2018,11,5,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),489,235,2018,11,5,18,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),283,206,2018,11,5,18,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,177,2018,11,5,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,315,211,2018,11,5,19,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),374,154,2018,11,5,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,337,257,2018,11,5,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,281,2018,11,6,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,157,2018,11,6,14,0,Avenida Central,0,0
slow traffic,N101 (Rua De Santa Margarida),Avenida Central,506,141,2018,11,6,15,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,180,2018,11,6,17,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),453,126,2018,11,6,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,286,206,2018,11,6,18,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,273,2018,11,6,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),440,182,2018,11,6,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),387,291,2018,11,6,19,0,Avenida Central,0,0
stationary traffic,Avenida da Imaculada Conceição (N14) / Rua de Sá de Miranda,Avenida da Liberdade,205,230,2018,11,6,19,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,269,2018,11,6,20,0,Avenida Central,0,0
